"regsub","year","threshold","model_name","xmin","par1","par2","n","LL","AICc","delta_AICc","AICc_weight","LRT","pvalue"
"OC1","2010","30","PowerExp",386.3856,1.8968,0,3166,-26239.7437,52483.4912,2.1208,0.2572,0.0592,0.7309
"OC1","2010","30","PowerExp",386.3856,1.8968,0,3166,-26239.7437,52483.4912,2.1208,0.2572,0.0592,0.7309
"OC1","2010","30","LogNormPos",386.3856,0,3.0222,3166,-26265.8943,52535.7923,54.422,0,26.2097,0.0019
"OC1","2010","30","LogNormPos",386.3856,0,3.0222,3166,-26265.8943,52535.7923,54.422,0,26.2097,0.0019
"OC1","2010","30","Exp",386.3856,0.0001,0,3166,-32684.7647,65371.5306,12890.1602,0,6445.0801,0
"OC1","2010","30","Exp",386.3856,0.0001,0,3166,-32684.7647,65371.5306,12890.1602,0,6445.0801,0
"OC1","2010","35","Power",187.8263,1.8513,0,4484,-34827.4806,69656.9622,0,0.7429,0.0599,0.7292
"OC1","2010","35","Power",187.8263,1.8513,0,4484,-34827.4806,69656.9622,0,0.7429,0,0
"OC1","2010","35","PowerExp",187.8263,1.8569,0,4484,-34827.5406,69659.0838,2.1217,0.2571,0.0599,0.7292
"OC1","2010","35","PowerExp",187.8263,1.8569,0,4484,-34827.5406,69659.0838,2.1217,0.2571,0.0599,0.7292
"OC1","2010","35","LogNormPos",187.8263,0,2.9712,4484,-34874.1513,69752.3053,95.3431,0,46.6707,0
"OC1","2010","35","LogNormPos",187.8263,0,2.9712,4484,-34874.1513,69752.3053,95.3431,0,46.6707,0
"OC1","2010","35","Exp",187.8263,0.0002,0,4484,-44571.4551,89144.9112,19487.949,0,9743.9745,0
"OC1","2010","35","Exp",187.8263,0.0002,0,4484,-44571.4551,89144.9112,19487.949,0,9743.9745,0
"OC1","2010","40","Power",257.5904,1.8508,0,3052,-24525.0235,49052.0483,0,0.72,-0.0569,0.7359
"OC1","2010","40","Power",257.5904,1.8508,0,3052,-24525.0235,49052.0483,0,0.72,0,0
"OC1","2010","40","PowerExp",257.5904,1.8502,0,3052,-24524.9666,49053.9371,1.8888,0.28,-0.0569,0.7359
"OC1","2010","40","PowerExp",257.5904,1.8502,0,3052,-24524.9666,49053.9371,1.8888,0.28,-0.0569,0.7359
"OC1","2010","40","LogNormPos",257.5904,0,3.031,3052,-24549.2191,49102.4422,50.3939,0,24.1956,0.0041
"OC1","2010","40","LogNormPos",257.5904,0,3.031,3052,-24549.2191,49102.4422,50.3939,0,24.1956,0.0041
"OC1","2010","40","Exp",257.5904,0.0001,0,3052,-30837.9274,61677.8562,12625.8079,0,6312.9039,0
"OC1","2010","40","Exp",257.5904,0.0001,0,3052,-30837.9274,61677.8562,12625.8079,0,6312.9039,0
"OC1","2011","20","Power",96.5964,1.8617,0,12188,-87552.1187,175106.2378,0,0.7205,-0.0533,0.744
"OC1","2011","20","Power",96.5964,1.8617,0,12188,-87552.1187,175106.2378,0,0.7205,0,0
"OC1","2011","20","PowerExp",96.5964,1.8615,0,12188,-87552.0654,175108.1318,1.894,0.2795,-0.0533,0.744
"OC1","2011","20","PowerExp",96.5964,1.8615,0,12188,-87552.0654,175108.1318,1.894,0.2795,-0.0533,0.744
"OC1","2011","20","LogNormPos",96.5964,0,2.8127,12188,-87697.3521,175398.7053,292.4675,0,145.2334,0
"OC1","2011","20","LogNormPos",96.5964,0,2.8127,12188,-87697.3521,175398.7053,292.4675,0,145.2334,0
"OC1","2011","20","Exp",96.5964,0.0003,0,12188,-116114.942,232231.8844,57125.6466,0,28562.8233,0
"OC1","2011","20","Exp",96.5964,0.0003,0,12188,-116114.942,232231.8844,57125.6466,0,28562.8233,0
"OC1","2011","25","Power",386.3856,1.8604,0,3210,-26875.445,53752.8913,0,0.7373,0.031,0.8035
"OC1","2011","25","Power",386.3856,1.8604,0,3210,-26875.445,53752.8913,0,0.7373,0,0
"OC1","2011","25","PowerExp",386.3856,1.866,0,3210,-26875.476,53754.9558,2.0644,0.2627,0.031,0.8035
"OC1","2011","25","PowerExp",386.3856,1.866,0,3210,-26875.476,53754.9558,2.0644,0.2627,0.031,0.8035
"OC1","2011","25","LogNormPos",386.3856,0,3.0905,3210,-26903.37,53810.7437,57.8524,0,27.9249,0.0007
"OC1","2011","25","LogNormPos",386.3856,0,3.0905,3210,-26903.37,53810.7437,57.8524,0,27.9249,0.0007
"OC1","2011","25","Exp",386.3856,0.0001,0,3210,-33357.9412,66717.8837,12964.9924,0,6482.4962,0
"OC1","2011","25","Exp",386.3856,0.0001,0,3210,-33357.9412,66717.8837,12964.9924,0,6482.4962,0
"OC1","2011","30","Power",289.7892,1.8436,0,3313,-26946.7879,53895.577,0,0.7356,0.0222,0.8333
"OC1","2011","30","Power",289.7892,1.8436,0,3313,-26946.7879,53895.577,0,0.7356,0,0
"OC1","2011","30","PowerExp",289.7892,1.8491,0,3313,-26946.81,53897.6237,2.0467,0.2644,0.0222,0.8333
"OC1","2011","30","PowerExp",289.7892,1.8491,0,3313,-26946.81,53897.6237,2.0467,0.2644,0.0222,0.8333
"OC1","2011","30","LogNormPos",289.7892,0,3.0733,3313,-26977.2093,53958.4223,62.8453,0,30.4214,0.0005
"OC1","2011","30","LogNormPos",289.7892,0,3.0733,3313,-26977.2093,53958.4223,62.8453,0,30.4214,0.0005
"OC1","2011","30","Exp",289.7892,0.0001,0,3313,-33896.0337,67794.0685,13898.4915,0,6949.2458,0
"OC1","2011","30","Exp",289.7892,0.0001,0,3313,-33896.0337,67794.0685,13898.4915,0,6949.2458,0
"OC1","2011","35","Power",198.5593,1.828,0,3934,-30842.5493,61687.0996,0,0.7079,-0.1157,0.6304
"OC1","2011","35","Power",198.5593,1.828,0,3934,-30842.5493,61687.0996,0,0.7079,0,0
"OC1","2011","35","PowerExp",198.5593,1.8272,0,3934,-30842.4336,61688.8702,1.7705,0.2921,-0.1157,0.6304
"OC1","2011","35","PowerExp",198.5593,1.8272,0,3934,-30842.4336,61688.8702,1.7705,0.2921,-0.1157,0.6304
"OC1","2011","35","LogNormPos",198.5593,0,3.032,3934,-30874.954,61753.9111,66.8115,0,32.4047,0.0009
"OC1","2011","35","LogNormPos",198.5593,0,3.032,3934,-30874.954,61753.9111,66.8115,0,32.4047,0.0009
"OC1","2011","35","Exp",198.5593,0.0002,0,3934,-39244.968,78491.9369,16804.8373,0,8402.4187,0
"OC1","2011","35","Exp",198.5593,0.0002,0,3934,-39244.968,78491.9369,16804.8373,0,8402.4187,0
"OC1","2011","40","Power",160.994,1.8413,0,4118,-31453.7429,62909.4868,0,0.7182,-0.0653,0.7178
"OC1","2011","40","Power",160.994,1.8413,0,4118,-31453.7429,62909.4868,0,0.7182,0,0
"OC1","2011","40","PowerExp",160.994,1.8408,0,4118,-31453.6776,62911.3581,1.8713,0.2818,-0.0653,0.7178
"OC1","2011","40","PowerExp",160.994,1.8408,0,4118,-31453.6776,62911.3581,1.8713,0.2818,-0.0653,0.7178
"OC1","2011","40","LogNormPos",160.994,0,2.9549,4118,-31493.6871,62991.377,81.8903,0,39.9442,0.0002
"OC1","2011","40","LogNormPos",160.994,0,2.9549,4118,-31493.6871,62991.377,81.8903,0,39.9442,0.0002
"OC1","2011","40","Exp",160.994,0.0002,0,4118,-40490.8354,80983.6717,18074.1849,0,9037.0925,0
"OC1","2011","40","Exp",160.994,0.0002,0,4118,-40490.8354,80983.6717,18074.1849,0,9037.0925,0
"OC1","2012","20","Power",418.5844,1.8878,0,4741,-39664.0393,79330.0795,0,0.7448,0.07,0.7083
"OC1","2012","20","Power",418.5844,1.8878,0,4741,-39664.0393,79330.0795,0,0.7448,0,0
"OC1","2012","20","PowerExp",418.5844,1.8935,0,4741,-39664.1093,79332.2212,2.1417,0.2552,0.07,0.7083
"OC1","2012","20","PowerExp",418.5844,1.8935,0,4741,-39664.1093,79332.2212,2.1417,0.2552,0.07,0.7083
"OC1","2012","20","LogNormPos",418.5844,0,3.0443,4741,-39703.9579,79411.9183,81.8388,0,39.9186,0.0001
"OC1","2012","20","LogNormPos",418.5844,0,3.0443,4741,-39703.9579,79411.9183,81.8388,0,39.9186,0.0001
"OC1","2012","20","Exp",418.5844,0.0001,0,4741,-48813.3291,97628.659,18298.5795,0,9149.2898,0
"OC1","2012","20","Exp",418.5844,0.0001,0,4741,-48813.3291,97628.659,18298.5795,0,9149.2898,0
"OC1","2012","25","Power",85.8635,1.8586,0,12999,-92895.2569,185792.5141,0,0.7143,-0.0839,0.6821
"OC1","2012","25","Power",85.8635,1.8586,0,12999,-92895.2569,185792.5141,0,0.7143,0,0
"OC1","2012","25","PowerExp",85.8635,1.8584,0,12999,-92895.173,185794.3469,1.8328,0.2857,-0.0839,0.6821
"OC1","2012","25","PowerExp",85.8635,1.8584,0,12999,-92895.173,185794.3469,1.8328,0.2857,-0.0839,0.6821
"OC1","2012","25","LogNormPos",85.8635,0,2.7965,12999,-93067.9501,186139.9011,347.3871,0,172.6932,0
"OC1","2012","25","LogNormPos",85.8635,0,2.7965,12999,-93067.9501,186139.9011,347.3871,0,172.6932,0
"OC1","2012","25","Exp",85.8635,0.0003,0,12999,-123029.3839,246060.7681,60268.254,0,30134.127,0
"OC1","2012","25","Exp",85.8635,0.0003,0,12999,-123029.3839,246060.7681,60268.254,0,30134.127,0
"OC1","2012","30","Power",182.4599,1.857,0,5748,-44428.4083,88858.8173,0,0.7145,-0.0833,0.6831
"OC1","2012","30","Power",182.4599,1.857,0,5748,-44428.4083,88858.8173,0,0.7145,0,0
"OC1","2012","30","PowerExp",182.4599,1.8565,0,5748,-44428.325,88860.6521,1.8348,0.2855,-0.0833,0.6831
"OC1","2012","30","PowerExp",182.4599,1.8565,0,5748,-44428.325,88860.6521,1.8348,0.2855,-0.0833,0.6831
"OC1","2012","30","LogNormPos",182.4599,0,2.9526,5748,-44488.4958,88980.9938,122.1765,0,60.0875,0
"OC1","2012","30","LogNormPos",182.4599,0,2.9526,5748,-44488.4958,88980.9938,122.1765,0,60.0875,0
"OC1","2012","30","Exp",182.4599,0.0002,0,5748,-56466.4855,112934.9717,24076.1544,0,12038.0772,0
"OC1","2012","30","Exp",182.4599,0.0002,0,5748,-56466.4855,112934.9717,24076.1544,0,12038.0772,0
"OC1","2012","35","Power",107.3293,1.8969,0,8037,-57839.8085,115681.6176,0,0.7276,-0.0178,0.8505
"OC1","2012","35","Power",107.3293,1.8969,0,8037,-57839.8085,115681.6176,0,0.7276,0,0
"OC1","2012","35","PowerExp",107.3293,1.8968,0,8037,-57839.7908,115683.583,1.9655,0.2724,-0.0178,0.8505
"OC1","2012","35","PowerExp",107.3293,1.8968,0,8037,-57839.7908,115683.583,1.9655,0.2724,-0.0178,0.8505
"OC1","2012","35","LogNormPos",107.3293,0,2.7589,8037,-57920.4224,115844.8463,163.2287,0,80.6138,0
"OC1","2012","35","LogNormPos",107.3293,0,2.7589,8037,-57920.4224,115844.8463,163.2287,0,80.6138,0
"OC1","2012","35","Exp",107.3293,0.0003,0,8037,-75273.0537,150548.1079,34866.4903,0,17433.2452,0
"OC1","2012","35","Exp",107.3293,0.0003,0,8037,-75273.0537,150548.1079,34866.4903,0,17433.2452,0
"OC1","2012","40","Power",112.6958,1.9208,0,5161,-37092.3488,74186.6984,0,0.7311,-0.0006,0.9725
"OC1","2012","40","Power",112.6958,1.9208,0,5161,-37092.3488,74186.6984,0,0.7311,0,0
"OC1","2012","40","PowerExp",112.6958,1.9208,0,5161,-37092.3482,74188.6987,2.0004,0.2689,-0.0006,0.9725
"OC1","2012","40","PowerExp",112.6958,1.9208,0,5161,-37092.3482,74188.6987,2.0004,0.2689,-0.0006,0.9725
"OC1","2012","40","LogNormPos",112.6958,0,2.7328,5161,-37176.3503,74356.7029,170.0045,0,84.0015,0
"OC1","2012","40","LogNormPos",112.6958,0,2.7328,5161,-37176.3503,74356.7029,170.0045,0,84.0015,0
"OC1","2012","40","Exp",112.6958,0.0003,0,5161,-49353.1288,98708.2583,24521.56,0,12260.78,0
"OC1","2012","40","Exp",112.6958,0.0003,0,5161,-49353.1288,98708.2583,24521.56,0,12260.78,0
"OC1","2013","20","Power",155.6275,1.9135,0,12313,-91809.7806,183621.5615,0,0.7295,-0.0081,0.8988
"OC1","2013","20","Power",155.6275,1.9135,0,12313,-91809.7806,183621.5615,0,0.7295,0,0
"OC1","2013","20","PowerExp",155.6275,1.9135,0,12313,-91809.7725,183623.546,1.9845,0.2705,-0.0081,0.8988
"OC1","2013","20","PowerExp",155.6275,1.9135,0,12313,-91809.7725,183623.546,1.9845,0.2705,-0.0081,0.8988
"OC1","2013","20","LogNormPos",155.6275,0,2.8071,12313,-91969.7834,183943.5677,322.0062,0,160.0028,0
"OC1","2013","20","LogNormPos",155.6275,0,2.8071,12313,-91969.7834,183943.5677,322.0062,0,160.0028,0
"OC1","2013","20","Exp",155.6275,0.0002,0,12313,-118738.2101,237478.4206,53856.8591,0,26928.4295,0
"OC1","2013","20","Exp",155.6275,0.0002,0,12313,-118738.2101,237478.4206,53856.8591,0,26928.4295,0
"OC1","2013","25","Power",171.7269,1.9032,0,8770,-66208.1871,132418.3746,0,0.7284,-0.0137,0.8685
"OC1","2013","25","Power",171.7269,1.9032,0,8770,-66208.1871,132418.3746,0,0.7284,0,0
"OC1","2013","25","PowerExp",171.7269,1.9032,0,8770,-66208.1733,132420.348,1.9735,0.2716,-0.0137,0.8685
"OC1","2013","25","PowerExp",171.7269,1.9032,0,8770,-66208.1733,132420.348,1.9735,0.2716,-0.0137,0.8685
"OC1","2013","25","LogNormPos",171.7269,0,2.8431,8770,-66301.1989,132606.3993,188.0247,0,93.0119,0
"OC1","2013","25","LogNormPos",171.7269,0,2.8431,8770,-66301.1989,132606.3993,188.0247,0,93.0119,0
"OC1","2013","25","Exp",171.7269,0.0002,0,8770,-84937.1554,169876.3113,37457.9368,0,18728.9684,0
"OC1","2013","25","Exp",171.7269,0.0002,0,8770,-84937.1554,169876.3113,37457.9368,0,18728.9684,0
"OC1","2013","30","Power",75.1305,1.9052,0,12926,-89256.4376,178514.8756,0,0.7301,-0.0053,0.9182
"OC1","2013","30","Power",75.1305,1.9052,0,12926,-89256.4376,178514.8756,0,0.7301,0,0
"OC1","2013","30","PowerExp",75.1305,1.9052,0,12926,-89256.4324,178516.8657,1.9901,0.2699,-0.0053,0.9182
"OC1","2013","30","PowerExp",75.1305,1.9052,0,12926,-89256.4324,178516.8657,1.9901,0.2699,-0.0053,0.9182
"OC1","2013","30","LogNormPos",75.1305,0,2.6787,12926,-89465.5802,178935.1613,420.2857,0,209.1426,0
"OC1","2013","30","LogNormPos",75.1305,0,2.6787,12926,-89465.5802,178935.1613,420.2857,0,209.1426,0
"OC1","2013","30","Exp",75.1305,0.0004,0,12926,-120196.8367,240395.6736,61880.798,0,30940.399,0
"OC1","2013","30","Exp",75.1305,0.0004,0,12926,-120196.8367,240395.6736,61880.798,0,30940.399,0
"OC1","2013","35","Power",220.0251,1.9467,0,3996,-30732.5293,61467.0596,0,0.734,0.014,0.8671
"OC1","2013","35","Power",220.0251,1.9467,0,3996,-30732.5293,61467.0596,0,0.734,0,0
"OC1","2013","35","PowerExp",220.0251,1.9491,0,3996,-30732.5433,61469.0896,2.03,0.266,0.014,0.8671
"OC1","2013","35","PowerExp",220.0251,1.9491,0,3996,-30732.5433,61469.0896,2.03,0.266,0.014,0.8671
"OC1","2013","35","LogNormPos",220.0251,0,2.8084,3996,-30777.0441,61558.0911,91.0316,0,44.5148,0
"OC1","2013","35","LogNormPos",220.0251,0,2.8084,3996,-30777.0441,61558.0911,91.0316,0,44.5148,0
"OC1","2013","35","Exp",220.0251,0.0002,0,3996,-39642.9326,79287.8661,17820.8066,0,8910.4033,0
"OC1","2013","35","Exp",220.0251,0.0002,0,3996,-39642.9326,79287.8661,17820.8066,0,8910.4033,0
"OC1","2013","40","Power",160.994,1.9408,0,4063,-30334.6374,60671.2759,0,0.7341,0.0147,0.8639
"OC1","2013","40","Power",160.994,1.9408,0,4063,-30334.6374,60671.2759,0,0.7341,0,0
"OC1","2013","40","PowerExp",160.994,1.9432,0,4063,-30334.6521,60673.3072,2.0313,0.2659,0.0147,0.8639
"OC1","2013","40","PowerExp",160.994,1.9432,0,4063,-30334.6521,60673.3072,2.0313,0.2659,0.0147,0.8639
"OC1","2013","40","LogNormPos",160.994,0,2.7647,4063,-30395.157,60794.3169,123.041,0,60.5195,0
"OC1","2013","40","LogNormPos",160.994,0,2.7647,4063,-30395.157,60794.3169,123.041,0,60.5195,0
"OC1","2013","40","Exp",160.994,0.0002,0,4063,-39864.6139,79731.2287,19059.9529,0,9529.9764,0
"OC1","2013","40","Exp",160.994,0.0002,0,4063,-39864.6139,79731.2287,19059.9529,0,9529.9764,0
"OC1","2014","20","Power",101.9629,1.9576,0,16260,-114743.9084,229489.8171,0,0.7311,-0.0002,0.9845
"OC1","2014","20","Power",101.9629,1.9576,0,16260,-114743.9084,229489.8171,0,0.7311,0,0
"OC1","2014","20","PowerExp",101.9629,1.9577,0,16260,-114743.9082,229491.8172,2.0001,0.2689,-0.0002,0.9845
"OC1","2014","20","PowerExp",101.9629,1.9577,0,16260,-114743.9082,229491.8172,2.0001,0.2689,-0.0002,0.9845
"OC1","2014","20","LogNormPos",101.9629,0,2.6456,16260,-115023.1415,230050.2838,560.4668,0,279.2331,0
"OC1","2014","20","LogNormPos",101.9629,0,2.6456,16260,-115023.1415,230050.2838,560.4668,0,279.2331,0
"OC1","2014","20","Exp",101.9629,0.0004,0,16260,-151801.5111,303605.0224,74115.2053,0,37057.6027,0
"OC1","2014","20","Exp",101.9629,0.0004,0,16260,-151801.5111,303605.0224,74115.2053,0,37057.6027,0
"OC1","2014","25","Power",75.1305,1.9439,0,17445,-119543.99,239089.9802,0,0.7309,-0.0011,0.9622
"OC1","2014","25","Power",75.1305,1.9439,0,17445,-119543.99,239089.9802,0,0.7309,0,0
"OC1","2014","25","PowerExp",75.1305,1.9439,0,17445,-119543.9888,239091.9784,1.9982,0.2691,-0.0011,0.9622
"OC1","2014","25","PowerExp",75.1305,1.9439,0,17445,-119543.9888,239091.9784,1.9982,0.2691,-0.0011,0.9622
"OC1","2014","25","LogNormPos",75.1305,0,2.6083,17445,-119860.38,239724.7607,634.7806,0,316.3901,0
"OC1","2014","25","LogNormPos",75.1305,0,2.6083,17445,-119860.38,239724.7607,634.7806,0,316.3901,0
"OC1","2014","25","Exp",75.1305,0.0005,0,17445,-159251.6629,318505.3261,79415.3459,0,39707.673,0
"OC1","2014","25","Exp",75.1305,0.0005,0,17445,-159251.6629,318505.3261,79415.3459,0,39707.673,0
"OC1","2014","30","Power",91.2299,1.9325,0,11070,-77339.0905,154680.1814,0,0.7308,-0.0019,0.9506
"OC1","2014","30","Power",91.2299,1.9325,0,11070,-77339.0905,154680.1814,0,0.7308,0,0
"OC1","2014","30","PowerExp",91.2299,1.9325,0,11070,-77339.0886,154682.1783,1.9969,0.2692,-0.0019,0.9506
"OC1","2014","30","PowerExp",91.2299,1.9325,0,11070,-77339.0886,154682.1783,1.9969,0.2692,-0.0019,0.9506
"OC1","2014","30","LogNormPos",91.2299,0,2.665,11070,-77505.8778,155015.7566,335.5752,0,166.7872,0
"OC1","2014","30","LogNormPos",91.2299,0,2.665,11070,-77505.8778,155015.7566,335.5752,0,166.7872,0
"OC1","2014","30","Exp",91.2299,0.0004,0,11070,-102084.7113,204171.4229,49491.2415,0,24745.6207,0
"OC1","2014","30","Exp",91.2299,0.0004,0,11070,-102084.7113,204171.4229,49491.2415,0,24745.6207,0
"OC1","2014","35","Power",321.988,1.9417,0,2779,-22331.1748,44664.351,0,0.7312,-0.0005,0.9747
"OC1","2014","35","Power",321.988,1.9417,0,2779,-22331.1748,44664.351,0,0.7312,0,0
"OC1","2014","35","PowerExp",321.988,1.9417,0,2779,-22331.1743,44666.3528,2.0019,0.2688,-0.0005,0.9747
"OC1","2014","35","PowerExp",321.988,1.9417,0,2779,-22331.1743,44666.3528,2.0019,0.2688,-0.0005,0.9747
"OC1","2014","35","LogNormPos",321.988,0,2.8889,2779,-22359.7959,44723.5961,59.2451,0,28.6211,0.0007
"OC1","2014","35","LogNormPos",321.988,0,2.8889,2779,-22359.7959,44723.5961,59.2451,0,28.6211,0.0007
"OC1","2014","35","Exp",321.988,0.0001,0,2779,-28115.8835,56233.7685,11569.4175,0,5784.7088,0
"OC1","2014","35","Exp",321.988,0.0001,0,2779,-28115.8835,56233.7685,11569.4175,0,5784.7088,0
"OC1","2014","40","Power",198.5593,1.9491,0,3433,-26015.4038,52032.8087,0,0.7337,0.0122,0.8757
"OC1","2014","40","Power",198.5593,1.9491,0,3433,-26015.4038,52032.8087,0,0.7337,0,0
"OC1","2014","40","PowerExp",198.5593,1.9515,0,3433,-26015.416,52034.8355,2.0268,0.2663,0.0122,0.8757
"OC1","2014","40","PowerExp",198.5593,1.9515,0,3433,-26015.416,52034.8355,2.0268,0.2663,0.0122,0.8757
"OC1","2014","40","LogNormPos",198.5593,0,2.786,3433,-26057.5395,52119.0824,86.2737,0,42.1357,0.0001
"OC1","2014","40","LogNormPos",198.5593,0,2.786,3433,-26057.5395,52119.0824,86.2737,0,42.1357,0.0001
"OC1","2014","40","Exp",198.5593,0.0002,0,3433,-33805.5767,67613.1546,15580.3458,0,7790.1729,0
"OC1","2014","40","Exp",198.5593,0.0002,0,3433,-33805.5767,67613.1546,15580.3458,0,7790.1729,0
"OC1","2015","20","Power",187.8263,1.914,0,8894,-67724.7127,135451.4258,0,0.7306,-0.003,0.938
"OC1","2015","20","Power",187.8263,1.914,0,8894,-67724.7127,135451.4258,0,0.7306,0,0
"OC1","2015","20","PowerExp",187.8263,1.914,0,8894,-67724.7097,135453.4207,1.9948,0.2694,-0.003,0.938
"OC1","2015","20","PowerExp",187.8263,1.914,0,8894,-67724.7097,135453.4207,1.9948,0.2694,-0.003,0.938
"OC1","2015","20","LogNormPos",187.8263,0,2.8432,8894,-67837.3557,135678.7127,227.2869,0,112.643,0
"OC1","2015","20","LogNormPos",187.8263,0,2.8432,8894,-67837.3557,135678.7127,227.2869,0,112.643,0
"OC1","2015","20","Exp",187.8263,0.0002,0,8894,-87838.3758,175678.7521,40227.3262,0,20113.6631,0
"OC1","2015","20","Exp",187.8263,0.0002,0,8894,-87838.3758,175678.7521,40227.3262,0,20113.6631,0
"OC1","2015","25","Power",144.8946,1.9084,0,9512,-70546.6689,141095.3383,0,0.7299,-0.0063,0.911
"OC1","2015","25","Power",144.8946,1.9084,0,9512,-70546.6689,141095.3383,0,0.7299,0,0
"OC1","2015","25","PowerExp",144.8946,1.9083,0,9512,-70546.6627,141097.3266,1.9883,0.2701,-0.0063,0.911
"OC1","2015","25","PowerExp",144.8946,1.9083,0,9512,-70546.6627,141097.3266,1.9883,0.2701,-0.0063,0.911
"OC1","2015","25","LogNormPos",144.8946,0,2.8067,9512,-70683.9476,141371.8964,276.5581,0,137.2786,0
"OC1","2015","25","LogNormPos",144.8946,0,2.8067,9512,-70683.9476,141371.8964,276.5581,0,137.2786,0
"OC1","2015","25","Exp",144.8946,0.0002,0,9512,-91831.8639,183665.7283,42570.39,0,21285.195,0
"OC1","2015","25","Exp",144.8946,0.0002,0,9512,-91831.8639,183665.7283,42570.39,0,21285.195,0
"OC1","2015","30","Power",187.8263,1.8666,0,6197,-47915.6759,95833.3525,0,0.7197,-0.0579,0.7336
"OC1","2015","30","Power",187.8263,1.8666,0,6197,-47915.6759,95833.3525,0,0.7197,0,0
"OC1","2015","30","PowerExp",187.8263,1.8662,0,6197,-47915.618,95835.238,1.8855,0.2803,-0.0579,0.7336
"OC1","2015","30","PowerExp",187.8263,1.8662,0,6197,-47915.618,95835.238,1.8855,0.2803,-0.0579,0.7336
"OC1","2015","30","LogNormPos",187.8263,0,2.9418,6197,-47995.0841,95994.1702,160.8177,0,79.4082,0
"OC1","2015","30","LogNormPos",187.8263,0,2.9418,6197,-47995.0841,95994.1702,160.8177,0,79.4082,0
"OC1","2015","30","Exp",187.8263,0.0002,0,6197,-60998.964,121999.9287,26166.5763,0,13083.2881,0
"OC1","2015","30","Exp",187.8263,0.0002,0,6197,-60998.964,121999.9287,26166.5763,0,13083.2881,0
"OC1","2015","35","Power",177.0934,1.8854,0,5947,-45361.3674,90724.7354,0,0.723,-0.0413,0.7739
"OC1","2015","35","Power",177.0934,1.8854,0,5947,-45361.3674,90724.7354,0,0.723,0,0
"OC1","2015","35","PowerExp",177.0934,1.8852,0,5947,-45361.3261,90726.6542,1.9188,0.277,-0.0413,0.7739
"OC1","2015","35","PowerExp",177.0934,1.8852,0,5947,-45361.3261,90726.6542,1.9188,0.277,-0.0413,0.7739
"OC1","2015","35","LogNormPos",177.0934,0,2.8815,5947,-45410.9465,90825.8951,101.1597,0,49.5792,0
"OC1","2015","35","LogNormPos",177.0934,0,2.8815,5947,-45410.9465,90825.8951,101.1597,0,49.5792,0
"OC1","2015","35","Exp",177.0934,0.0002,0,5947,-57419.2929,114840.5864,24115.851,0,12057.9255,0
"OC1","2015","35","Exp",177.0934,0.0002,0,5947,-57419.2929,114840.5864,24115.851,0,12057.9255,0
"OC1","2015","40","Power",150.2611,1.9336,0,5172,-38249.9213,76501.8433,0,0.7488,0.0917,0.6685
"OC1","2015","40","Power",150.2611,1.9336,0,5172,-38249.9213,76501.8433,0,0.7488,0,0
"OC1","2015","40","PowerExp",150.2611,1.9391,0,5172,-38250.013,76504.0283,2.185,0.2512,0.0917,0.6685
"OC1","2015","40","PowerExp",150.2611,1.9391,0,5172,-38250.013,76504.0283,2.185,0.2512,0.0917,0.6685
"OC1","2015","40","LogNormPos",150.2611,0,2.7571,5172,-38305.0939,76614.1902,112.3469,0,55.1727,0
"OC1","2015","40","LogNormPos",150.2611,0,2.7571,5172,-38305.0939,76614.1902,112.3469,0,55.1727,0
"OC1","2015","40","Exp",150.2611,0.0002,0,5172,-49731.7373,99465.4754,22963.6321,0,11481.8161,0
"OC1","2015","40","Exp",150.2611,0.0002,0,5172,-49731.7373,99465.4754,22963.6321,0,11481.8161,0
"OC2","2000","20","Power",96.5964,1.9664,0,907,-6327.4946,12656.9937,0,0.7319,0,0.9961
"OC2","2000","20","Power",96.5964,1.9664,0,907,-6327.4946,12656.9937,0,0.7319,0,0
"OC2","2000","20","PowerExp",96.5964,1.9662,0,907,-6327.4946,12659.0025,2.0089,0.2681,0,0.9961
"OC2","2000","20","PowerExp",96.5964,1.9662,0,907,-6327.4946,12659.0025,2.0089,0.2681,0,0.9961
"OC2","2000","20","LogNormPos",96.5964,0,2.6414,907,-6355.5397,12715.0927,58.099,0,28.0451,0.0083
"OC2","2000","20","LogNormPos",96.5964,0,2.6414,907,-6355.5397,12715.0927,58.099,0,28.0451,0.0083
"OC2","2000","20","Exp",96.5964,0,0,907,-11622.5792,23247.1628,10590.1691,0,5295.0845,0
"OC2","2000","20","Exp",96.5964,0,0,907,-11622.5792,23247.1628,10590.1691,0,5295.0845,0
"OC2","2000","25","Power",96.5964,1.973,0,1143,-7944.216,15890.4354,0,0.7637,0.1693,0.5606
"OC2","2000","25","Power",96.5964,1.973,0,1143,-7944.216,15890.4354,0,0.7637,0,0
"OC2","2000","25","PowerExp",96.5964,1.9567,0,1143,-7944.3853,15892.7811,2.3456,0.2363,0.1693,0.5606
"OC2","2000","25","PowerExp",96.5964,1.9567,0,1143,-7944.3853,15892.7811,2.3456,0.2363,0.1693,0.5606
"OC2","2000","25","LogNormPos",96.5964,0,2.6222,1143,-7973.8855,15951.7815,61.3461,0,29.6695,0.0065
"OC2","2000","25","LogNormPos",96.5964,0,2.6222,1143,-7973.8855,15951.7815,61.3461,0,29.6695,0.0065
"OC2","2000","25","Exp",96.5964,0,0,1143,-14313.8001,28629.6037,12739.1683,0,6369.5842,0
